cowcode,ccode,year,legis,newleg,date_h,year_h,month_h,date_s,p_h,p_s,g_h,g_s,coalition,enph,enps,c_h
160,ARG,1937,1,0,1936-03-01T00:00:00Z,1936,3,1935-04-01T00:00:00Z,0.0897435918450356,0.16666667163372,0.474358986131847,0.766666702926159,1,3.54132699966431,2.83018827438354,0.921065509319305
160,ARG,1938,1,1,1938-03-01T00:00:00Z,1938,3,1938-03-01T00:00:00Z,0.152866244316101,0.206896558403969,0.528662413358688,0.793103471398354,1,2.22043061256409,2.24266648292542,0.965319693088531
160,ARG,1939,1,0,1938-03-01T00:00:00Z,1938,3,1938-03-01T00:00:00Z,0.150326803326607,0.214285716414452,0.52287583053112,0.821428600698709,1,2.22413277626038,2.39024376869202,0.959927082061768
160,ARG,1940,1,1,1940-03-01T00:00:00Z,1940,3,1938-03-01T00:00:00Z,0.314102560281754,0.481481492519379,0.435897432267666,0.777777783572674,1,2.11617398262024,2.47118639945984,0.834233164787292
160,ARG,1941,1,0,1940-03-01T00:00:00Z,1940,3,1941-03-01T00:00:00Z,0.302013427019119,0.5,0.402684569358826,0.769230782985687,1,2.27399373054504,2.31506848335266,0.848012983798981
160,ARG,1942,1,1,1942-03-01T00:00:00Z,1942,3,1941-03-01T00:00:00Z,0.430379748344421,0.800000011920929,0.430379748344421,0.800000011920929,0,2.75723433494568,1.51515138149261,0.881153345108032
160,ARG,1943,1,0,1942-03-01T00:00:00Z,1942,3,1941-03-01T00:00:00Z,0.430379748344421,0.800000011920929,0.430379748344421,0.800000011920929,0,2.75723433494568,1.51515138149261,0.881153345108032
160,ARG,1944,0,0,,,,,,,,,,,,
160,ARG,1945,0,0,,,,,,,,,,,,
160,ARG,1946,1,1,1946-02-24T00:00:00Z,1946,2,1946-04-01T00:00:00Z,0.72784811258316,1,0.72784811258316,1,0,1.65609657764435,1,0.544303774833679
160,ARG,1947,1,0,1946-02-24T00:00:00Z,1946,2,1946-04-01T00:00:00Z,0.677631582133472,1,0.677631582133472,1,0,1.87076926231384,1,0.596542477607727
160,ARG,1948,1,1,1948-03-07T00:00:00Z,1948,3,1946-04-01T00:00:00Z,0.710526287555695,1,0.710526287555695,1,0,1.7096346616745,1,0.566088557243347
160,ARG,1949,1,0,1948-03-07T00:00:00Z,1948,3,1946-04-01T00:00:00Z,0.724358975887299,1,0.724358975887299,1,0,1.67441856861115,1,0.526535511016846
160,ARG,1950,1,0,1948-03-07T00:00:00Z,1948,3,1946-04-01T00:00:00Z,0.846153855323792,1,0.846153855323792,1,0,1.35612261295319,1,0.279230773448944
160,ARG,1951,1,0,1948-03-07T00:00:00Z,1948,3,1946-04-01T00:00:00Z,0.846153855323792,1,0.846153855323792,1,0,1.35612261295319,1,0.279230773448944
160,ARG,1952,1,1,1951-11-11T00:00:00Z,1951,11,1951-11-11T00:00:00Z,0.84375,1,0.912500001490116,1,1,1.19003343582153,1,0.302140444517136
160,ARG,1953,1,0,1951-11-11T00:00:00Z,1951,11,1951-11-11T00:00:00Z,0.84375,1,0.912500001490116,1,1,1.19003343582153,1,0.302140444517136
160,ARG,1954,1,1,1954-04-25T00:00:00Z,1954,4,1954-04-25T00:00:00Z,0.846625745296478,1,0.914110407233238,1,1,1.18627500534058,1,0.296784281730652
160,ARG,1955,1,0,1954-04-25T00:00:00Z,1954,4,1954-04-25T00:00:00Z,0.846625745296478,1,0.914110407233238,1,1,1.18627500534058,1,0.296784281730652
160,ARG,1956,0,0,,,,,,,,,,,,
160,ARG,1957,0,0,,,,,,,,,,,,
160,ARG,1958,1,1,1958-02-23T00:00:00Z,1958,2,1958-02-23T00:00:00Z,0.711229920387268,1,0.711229920387268,1,0,1.71441888809204,1,0.556941986083984
160,ARG,1959,1,0,1958-02-23T00:00:00Z,1958,2,1958-02-23T00:00:00Z,0.711229920387268,1,0.711229920387268,1,0,1.71441888809204,1,0.556941986083984
160,ARG,1960,1,1,1960-03-27T00:00:00Z,1960,3,1960-03-27T00:00:00Z,0.576719582080841,1,0.576719582080841,1,0,2.05635833740234,1,0.786375641822815
160,ARG,1961,1,0,1960-03-27T00:00:00Z,1960,3,1960-03-27T00:00:00Z,0.576719582080841,0.93478262424469,0.576719582080841,0.93478262424469,0,2.05635833740234,1.14131605625153,0.786375641822815
160,ARG,1962,1,1,1962-03-18T00:00:00Z,1962,3,1962-03-18T00:00:00Z,0.576719582080841,0.93478262424469,0.576719582080841,0.93478262424469,0,2.05635833740234,1.14131605625153,0.786375641822815
160,ARG,1963,1,1,1963-07-07T00:00:00Z,1963,7,1963-07-07T00:00:00Z,0.375,0.54347825050354,0.375,0.54347825050354,0,4.86460828781128,3.01424503326416,0.728906273841858
160,ARG,1964,1,0,1963-07-07T00:00:00Z,1963,7,1963-07-07T00:00:00Z,0.375,0.54347825050354,0.375,0.54347825050354,0,4.86460828781128,3.01424503326416,0.728906273841858
160,ARG,1965,1,1,1965-03-17T00:00:00Z,1965,3,1965-03-17T00:00:00Z,0.356020957231522,0.54347825050354,0.356020957231522,0.54347825050354,0,4.56640386581421,2.89863014221191,0.787213206291199
160,ARG,1966,1,0,1965-03-17T00:00:00Z,1965,3,1965-03-17T00:00:00Z,0.356020957231522,0.54347825050354,0.356020957231522,0.54347825050354,0,4.56640386581421,2.89863014221191,0.787213206291199
160,ARG,1967,0,0,,,,,,,,,,,,
160,ARG,1968,0,0,,,,,,,,,,,,
160,ARG,1969,0,0,,,,,,,,,,,,
160,ARG,1970,0,0,,,,,,,,,,,,
160,ARG,1971,0,0,,,,,,,,,,,,
160,ARG,1972,0,0,,,,,,,,,,,,
160,ARG,1973,1,1,1973-03-11T00:00:00Z,1973,3,1973-03-11T00:00:00Z,0.539094626903534,0.623188376426697,0.588477343320847,0.637681130319834,1,2.90295481681824,2.34416556358337,0.626938343048096
160,ARG,1974,1,0,1973-03-11T00:00:00Z,1973,3,1973-03-11T00:00:00Z,0.539094626903534,0.623188376426697,0.539094626903534,0.623188376426697,0,2.90295481681824,2.34416556358337,0.577748417854309
160,ARG,1975,1,0,1973-03-11T00:00:00Z,1973,3,1973-03-11T00:00:00Z,0.539094626903534,0.623188376426697,0.539094626903534,0.623188376426697,0,2.90295481681824,2.34416556358337,0.577748417854309
160,ARG,1976,1,0,1973-03-11T00:00:00Z,1973,3,1973-03-11T00:00:00Z,0.539094626903534,0.623188376426697,0.539094626903534,0.623188376426697,0,2.90295481681824,2.34416556358337,0.577748417854309
160,ARG,1977,0,0,,,,,,,,,,,,
160,ARG,1978,0,0,,,,,,,,,,,,
160,ARG,1979,0,0,,,,,,,,,,,,
160,ARG,1980,0,0,,,,,,,,,,,,
160,ARG,1981,0,0,,,,,,,,,,,,
160,ARG,1982,0,0,,,,,,,,,,,,
160,ARG,1983,1,1,1983-10-30T00:00:00Z,1983,10,1983-10-30T00:00:00Z,0.507874011993408,0.45652174949646,0.507874011993408,0.45652174949646,0,2.22561073303223,2.72680401802063,0.88100790977478
160,ARG,1984,1,0,1983-10-30T00:00:00Z,1983,10,1983-10-30T00:00:00Z,0.507874011993408,0.391304343938828,0.507874011993408,0.391304343938828,0,2.22561073303223,2.72680401802063,0.88100790977478
160,ARG,1985,1,1,1985-11-03T00:00:00Z,1985,11,1985-11-03T00:00:00Z,0.507874011993408,0.391304343938828,0.507874011993408,0.391304343938828,0,2.39747309684753,2.72680401802063,0.815559029579163
160,ARG,1986,1,0,1985-11-03T00:00:00Z,1985,11,1985-11-03T00:00:00Z,0.507874011993408,0.391304343938828,0.507874011993408,0.391304343938828,0,2.39747309684753,2.71979427337646,0.815559029579163
160,ARG,1987,1,1,1987-09-06T00:00:00Z,1987,9,1987-09-06T00:00:00Z,0.44488188624382,0.391304343938828,0.850393682718277,0.847826093435287,1,2.74559545516968,2.71979427337646,0.586324453353882
160,ARG,1988,1,0,1987-09-06T00:00:00Z,1987,9,1987-09-06T00:00:00Z,0.44488188624382,0.391304343938828,0.44488188624382,0.391304343938828,0,2.74559545516968,2.71979427337646,0.854693651199341
160,ARG,1989,1,1,1989-05-14T00:00:00Z,1989,5,1989-05-14T00:00:00Z,0.480314970016479,0.58695650100708,0.480314970016479,0.58695650100708,0,2.78542423248291,2.2655246257782,0.766583144664764
160,ARG,1990,1,0,1989-05-14T00:00:00Z,1989,5,1989-05-14T00:00:00Z,0.480314970016479,0.58695650100708,0.480314970016479,0.58695650100708,0,2.78542423248291,2.2655246257782,0.766583144664764
160,ARG,1991,1,1,1991-08-11T00:00:00Z,1991,8,1991-08-11T00:00:00Z,0.455252915620804,0.58695650100708,0.463035016786307,0.58695650100708,1,3.15044140815735,2.2655246257782,0.757309079170227
160,ARG,1992,1,0,1991-08-11T00:00:00Z,1991,8,1991-08-11T00:00:00Z,0.455252915620804,0.638297855854034,0.463035016786307,0.638297855854034,1,3.15044140815735,2.18929648399353,0.757309079170227
160,ARG,1993,1,1,1993-10-03T00:00:00Z,1993,10,1993-10-03T00:00:00Z,0.490272372961044,0.638297855854034,0.490272372961044,0.638297855854034,0,2.85938787460327,2.18929648399353,0.724270045757294
160,ARG,1994,1,0,1993-10-03T00:00:00Z,1993,10,1993-10-03T00:00:00Z,0.490272372961044,0.638297855854034,0.490272372961044,0.638297855854034,0,2.85938787460327,2.18929648399353,0.724270045757294
160,ARG,1995,1,1,1995-05-14T00:00:00Z,1995,5,1995-05-14T00:00:00Z,0.517509698867798,0.557142853736877,0.517509698867798,0.557142853736877,0,2.86360335350037,2.5816650390625,0.651186168193817
160,ARG,1996,1,0,1995-05-14T00:00:00Z,1995,5,1995-05-14T00:00:00Z,0.517509698867798,0.557142853736877,0.517509698867798,0.557142853736877,0,2.86360335350037,2.5816650390625,0.651186168193817
160,ARG,1997,1,1,1997-10-26T00:00:00Z,1997,10,1997-10-26T00:00:00Z,0.463035017251968,0.557142853736877,0.463035017251968,0.557142853736877,0,2.48875260353088,2.5816650390625,0.885975301265717
160,ARG,1998,1,0,1997-10-26T00:00:00Z,1997,10,1997-10-26T00:00:00Z,0.463035017251968,0.56521737575531,0.46692606783472,0.56521737575531,1,2.48875260353088,2.4604651927948,0.89232063293457
160,ARG,1999,1,1,1999-10-24T00:00:00Z,1999,10,1999-10-24T00:00:00Z,0.48249027132988,0.289855062961578,0.48249027132988,0.304347816854715,1,2.56391453742981,2.4604651927948,0.821333467960358
160,ARG,2000,1,0,1999-10-24T00:00:00Z,1999,10,1999-10-24T00:00:00Z,0.48249027132988,0.289855062961578,0.48249027132988,0.304347816854715,1,2.56391453742981,2.4604651927948,0.821333467960358
160,ARG,2001,1,1,2001-10-14T00:00:00Z,2001,10,2001-10-14T00:00:00Z,0.467741936445236,0.555555582046509,0.467741936445236,0.555555582046509,0,2.82413458824158,2.32050132751465,0.786473631858826
160,ARG,2002,1,0,2001-10-14T00:00:00Z,2001,10,2001-10-14T00:00:00Z,0.467741936445236,0.555555582046509,0.822580635547638,0.902777791023254,1,2.82413458824158,2.32050132751465,0.633930623531342
160,ARG,2003,1,1,2003-09-14T00:00:00Z,2003,9,2003-09-14T00:00:00Z,0.498039215803146,0.555555582046509,0.498039215803146,0.555555582046509,0,3.49653172492981,2.61553955078125,0.57745099067688
160,ARG,2004,1,0,2003-09-14T00:00:00Z,2003,9,2003-09-14T00:00:00Z,0.498039215803146,0.555555582046509,0.498039215803146,0.555555582046509,0,3.49653172492981,2.61553955078125,0.57745099067688
160,ARG,2005,1,1,2005-10-23T00:00:00Z,2005,10,2005-10-23T00:00:00Z,0.459143966436386,0.458333343267441,0.474708168767393,0.486111121252179,1,2.74734830856323,3.34451603889465,0.63567054271698
160,ARG,2006,1,0,2005-10-23T00:00:00Z,2005,10,2005-10-23T00:00:00Z,0.459143966436386,0.458333343267441,0.474708168767393,0.486111121252179,1,2.74734830856323,3.34451603889465,0.63567054271698
160,ARG,2007,1,1,2007-10-28T00:00:00Z,2007,10,2007-10-28T00:00:00Z,0.564202308654785,0.611111104488373,0.603112813085318,0.638888882473111,1,2.91826128959656,2.47801160812378,0.527214050292969
160,ARG,2008,1,0,2007-10-28T00:00:00Z,2007,10,2007-10-28T00:00:00Z,0.564202308654785,0.611111104488373,0.603112813085318,0.638888882473111,1,2.91826128959656,2.47801160812378,0.527214050292969
160,ARG,2009,1,1,2009-06-28T00:00:00Z,2009,6,2009-06-28T00:00:00Z,0.451361864805222,0.541666686534882,0.548638127744198,0.625000020489097,1,3.07190370559692,2.39777970314026,0.679281890392303
160,ARG,2010,1,0,2009-06-28T00:00:00Z,2009,6,2009-06-28T00:00:00Z,0.338521391153336,0.416666656732559,0.389105047564954,0.499999990686774,1,3.63006353378296,2.84210538864136,0.793046176433563
160,ARG,2011,1,1,2011-10-23T00:00:00Z,2011,10,2011-10-23T00:00:00Z,0.447470813989639,0.472222208976746,0.595330732408911,0.666666652075946,1,3.04163026809692,2.31428599357605,0.716086328029633
160,ARG,2012,1,0,2011-10-23T00:00:00Z,2011,10,2011-10-23T00:00:00Z,0.447470813989639,0.472222208976746,0.595330732408911,0.666666652075946,1,3.04135036468506,2.31428599357605,0.716086328029633
160,ARG,2013,1,1,2013-10-27T00:00:00Z,2013,10,2013-10-27T00:00:00Z,0.447470813989639,0.444444447755814,0.490272369934246,0.472222225740552,1,4.60303831100464,3.86865663528442,0.620870769023895
160,ARG,2014,1,0,2013-10-27T00:00:00Z,2013,10,2013-10-27T00:00:00Z,0.447470813989639,0.444444447755814,0.490272369934246,0.472222225740552,1,4.60303831100464,3.86865663528442,0.620870769023895
160,ARG,2015,1,1,2015-10-25T00:00:00Z,2015,10,2015-10-25T00:00:00Z,0.159533068537712,0.0277777779847383,0.350194540573284,0.180555556900799,1,4.62366151809692,2.3520872592926,0.901582598686218
